id,movie,author,metascore,review
5627,the-do-over-movie,Michael Phillips,0,"There are comedies that make you double over in laughter, and there are comedies that are eerily unfunny to the point where you start thinking about a class-action suit."
5628,dancer-in-the-dark-movie,David Ansen,80,Bjork gives what may be the most wrenching performance ever given by someone who has no interest in being an actor.
5629,the-musketeer-movie,Jay Carr,38,"The images are pretty, and Gene Quintano's screenplay gets everybody from point A to point B, though with no discernible knack for wit or subtlety."
5630,jack-and-jill-movie,Peter Travers,0,"A total bust, a stupefyingly unfunny and shamelessly lazy farce packed with cringe-worthy jokes and overt product placement."
5631,the-kid-i-movie,Stephen Holden,30,"Good intentions do not guarantee good movies, or even watchable ones. A sad case in point is The Kid and I."
5632,the-station-agent-movie,Connie Ogle,75,"Despite its humble nature, the film is downright uplifting without being vulgar, flashy or embarrassing."
5633,borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan-movie,Steven Rea,88,Baron Cohen brings scary conviction to the performance.
5634,monster-movie,Megan Lehmann,75,"Jenkins doesn't stint on the sickening reality of Wuornos' abhorrent behavior -- it's Theron's complex, deeply felt depiction of a thoroughly messed-up soul that forces us to look beyond the monstrous nature of her acts."
5635,sparkle-2011-movie,Courtney Shea,38,"Anyone who has seen ""Dream Girls,"" ""What's Love Got To Do With It?"" or even ""The Doors"" will find themselves in familiar (if inferior) territory here."
5636,american-psycho-movie,Kenneth Turan,20,"Stillborn, pointless piece of work."
5637,the-hunger-games-movie,Stephanie Zacharek,85,"There's action here, too, and a great deal of vitality that feels true both to the spirit of Collins' book and to the idea of movie entertainment as it exists."
5638,black-panther-movie,Ignatiy Vishnevetsky,83,"There are hiccups in its ambition, but it’s hard not to get swept up in all the technologies, characters, and politics crammed into the movie’s compelling dramatic conflict, which casts the charismatic Michael B. Jordan—the star of Creed and Coogler’s debut, Fruitvale Station—as the most complex villain in the post-Dark Knight cycle of superhero blockbusters."
5639,old-dogs-movie,Ty Burr,12,"It wouldn’t be Thanksgiving without a turkey, and in Old Dogs, we have the season’s blue-ribbon gobbler."
5640,million-dollar-arm-movie,Kate Erbland,69,"This is a film about a journey, and while the destination – baseball’s major leagues – is continuously dangled in front of its protagonists, it’s getting there that counts. Oh, and also how fast you can throw a ball. That counts, too."
5641,little-nicky-movie,Sean Means,10,Disgusting and humorless mess.
5642,shrek-the-third-movie,Peter Debruge,63,"What does set Shrek the Third apart is the quality of its animation, which reaches a level of expressiveness in the faces that would make even Hollywood's heavily Botoxed live-action stars envious."
5643,son-of-the-mask-movie,Marc Savlov,11,"But for anyone who assumed Kennedy's experiment couldn't sink any lower than ""Malibu's Most Wanted,"" there are, it appears, ever deeper depths in the realm of comedic misfires."
5644,tio-papi-movie,Aaron Hillis,20,Doesn't try to be anything more than a soft-serve pull of treacly pandering. 
5645,vice-2015-movie,Elizabeth Weitzman,0,"Here’s hoping Bruce Willis bought something special with whatever cash he earned from this pointless, brutally ugly rehash of 1973’s “Westworld.”"
5646,the-pink-panther-movie,James Berardinelli,25,"The Pink Panther is supposed to use humor to uplift. Instead, I departed this movie feeling depressed."
5647,the-woodsman-movie,Michael Wilmington,63,Melodrama triumphs.  But here's at least some muted applause for a fine cast and filmmakers trying to confront the real world and its shadows.
5648,iron-man-2-movie,Roger Moore,75,"A movie franchise can only take us by surprise once, and by that measure, Iron Man 2 is a preordained letdown. But so much of what gave the first film its gas —  is still here."
5649,outside-in-movie,Moira Macdonald,88,"Outside In is about connection, and about two remarkable actors telling us a story."
5650,spy-kids-2-island-of-lost-dreams-movie,Scott Tobias,80,The rare sequel that magnifies the scope of the original without diminishing the fun.
5651,the-order-movie,Rick Kisonak,20,Godawful mess.
5652,much-ado-about-nothing-movie,Lou Lumenick,88,The first filmed Shakespeare comedy in decades that’s actually funny.
5653,a-prairie-home-companion-movie,Rob Nelson,90,"Keillor's modest subservience to Altman's group dynamic feels downright gallant, and in the context of the veteran director's most humanistic movie by a wide margin, it certainly has its rewards."
5654,looking-for-comedy-in-the-muslim-world-movie,Nathan Rabin,91,"Like ""The Aristocrats,"" Looking succeeds smashingly both as a comedy and as a savvy deconstruction of comedy."
5655,the-heat-movie,Andrew Schenker,63,"With the film, Melissa McCarthy definitively cements her status as a legitimate comic talent, leaving her co-star stumbling behind in her wake."
5656,the-ridiculous-6-movie,Nick Schager,16,"Without an amusing instinct in its cowboy-hatted head, this painfully protracted, puerile effort meanders about the Old West as if it were making up its nonsense on the fly. The result is a torturous genre joke that marks a new low not only for the star, but for the art of cinematic comedy."
5657,the-dukes-of-hazzard-movie,Peter Travers,0,There is no wrong time to flush this turd. The only bright spot comes during the outtakes over the final credits.
5658,crystal-fairy-the-magical-cactus-movie,Marc Mohan,83,"With barely a hint of trippy visuals, it captures the highs and lows of one mind-expanding surfside day. "
5659,how-to-be-single-movie,Peter Travers,38,"Though Wilson is always reason enough to see a movie, she’s stuck here in a fluffball that plays like warmed-over subplots from ""Sex and the City."""
5660,the-twilight-saga-breaking-dawn---part-2-movie,Steven Rea,63,Easily the trippiest and goofiest of the five addled adolescent vampire romances based on the Stephenie Meyer books.
5661,thirteen-movie,Brooke Hauser,100,"The result is a disturbing look into the so-called Wonder Years of adolescence, with convincing, award-worthy performances from each of its key players: Hunter, Wood, and Reed."
5662,made-of-honor-movie,Kyle Smith,12,"It's something old, it's something new, it's something borrowed and it's something that blows."
5663,freddy-got-fingered-movie,Roger Ebert,0,This movie doesn't scrape the bottom of the barrel. This movie isn't the bottom of the barrel. This movie isn't below the bottom of the barrel. This movie doesn't deserve to be mentioned in the same sentence with barrels.
5664,the-raid-redemption-movie,Andy Klein,91,"Extraordinary stunt and fight work and nonstop excitement, but a warning to those who are at all squeamish: this may be the most violent movie I've ever seen."
5665,frozen-2013-movie,Peter Hartlaub,100,The studio made a great film.
5666,sid-and-nancy-movie,Clayton Dillard,100,"Sid & Nancy, in its first half, offers an immersive plunge into the punk lifestyle, capturing with wit and verve its anti-authoritarian sneer and DIY ethos, before then slowly circling the drain during a dour second half given over to disillusion and dissolution."
5667,junebug-movie,Laura Sinagra,80,"It's an exhilaratingly decentered tale, with the perspective shifting around so there's no character with whom we totally identify throughout."
5668,answers-to-nothing-movie,David Fear,20,"Not one single character strikes you as being anything but a mouthpiece for writer-director Matthew Leutwyler's simplistic views on socio-emotional problems (racial self-hatred! post-rehab guilt!) or an excuse for self-satisfied, back-patting acting exercises. The title is an understatement."
5669,the-deer-hunter-movie,Gene Siskel,100,"What distinguishes The Deer Hunter most is its many rich characters and the size of its vision. This is a big film, dealing with big issues, made on a grand scale. Much of it, including some casting decisions, suggest inspiration by ""The Godfather."" [9 Mar 1979]"
5670,goodbye-to-language-3d-movie,Matt Zoller Seitz,88,"It's a rapturous experience, mostly, though tempered by a certain Godardian crankiness. Watching it is, I would imagine, as close as we'll get to being able to be Godard, sitting there thinking, or dreaming. It's a documentary of a restless mind. "
5671,four-weddings-and-a-funeral-movie,Megan Rosenfeld,70,"A movie to cheer you up and on and help you feel that spring will, in fact, arrive before we are all too desiccated to enjoy it."
5672,the-greatest-showman-movie,Derek Smith,38,The Greatest Showman‘s spectacle is overshadowed by its archaic and misguided notions of American exceptionalism.
5673,gods-and-generals-movie,Kevin Carr,20,This is nothing but an attempt to cash in on the success of “Gettysburg.”
5674,good-time-movie,Guy Lodge,100,"These restlessly independent auteurs have passed the genre-foray test with flying neon colors, at no cost or compromise to their abrasively humane worldview."
5675,good-luck-chuck-movie,Jonathan Rosenbaum,0,It was like a Farrelly brothers gross-out without the laughs.
5676,billionaire-boys-club-movie,Peter Debruge,20,"There are no billionaires here, just a lot of testosterone where the movie’s brains ought to be."
5677,pariah-movie,Amy Biancolli,100,"The film benefits most of all from Rees' careful screenplay, which dances that shifting line between fear and emergent hope. One of Alike's poems says it best: ""Even breaking is opening. And I am broken. I am open."""
5678,boyz-n-the-hood-movie,Mick LaSalle,100,"Flows in a way that seems effortless, following its own path, arriving at its own place. Only after the movie is over are the outlines of its story apparent. I found it impossible to outguess it. [12 July 1991]"
5679,hamlet-1991-movie,Caryn James,80,"Mel Gibson's Hamlet is strong, intelligent and safely beyond ridicule.... He is by far the best part of Mr. Zeffirelli's sometimes slick but always lucid and beautifully cinematic version of the play."
5680,rabbit-hole-movie,Ty Burr,88,"Rabbit Hole is a personal project for Kidman - she produced the film after falling in love with the play - and it seems to have revived the quickness in her. That ice-blue gaze has found its focus again, and it looks deep into the one thing none of us want to face."
5681,dream-house-2011-movie,Rob Humanick,63,"A modest genre entry, Dream House also benefits from the fact that any movie with good enough sense to cast Elias Koteas is automatically better as a result, even if he is utterly wasted here."
5682,the-gangster-squad-movie,A.O. Scott,10,"His (Fleischer) first feature, ""Zombieland,"" was a half-witty genre parody. This one might be described as genre zombie-ism: the hysterical, brainless animation of dead clichés reduced to purposeless, compulsive killing. Too self-serious to succeed as pastiche, it has no reason for being beyond the parasitic urge to feed on the memories of other, better movies. "
5683,fifty-dead-men-walking-movie,Cliff Doerksen,30,"A muddled, talky affair, part soap opera, part undercover police procedural."
5684,fame-movie,Jeannette Catsoulis,15,My advice to potential audiences: Find something else to do.
5685,winnie-mandela-movie,Scott MacDonald,33,"Poor Hudson tries to live up to both the character and the clothes, but she isn’t anywhere near assertive enough a screen presence; whenever she’s supposed to be rallying a crowd or shouting down her oppressors she looks painfully aware of her own inadequacy.  "
5686,mr-woodcock-movie,Kyle Smith,63,The insult comedy is sometimes brilliant.
5687,sabans-power-rangers-movie,Robbie Collin,20,"The ugly and incomprehensible big finish we get appears to have been shot by the Hunchback of Notre Dame and edited by a monkey wearing oven gloves, and if there’s a single clear shot of the Dinozords in action in there, I must have missed it."
5688,im-still-here-movie,Roger Moore,38,"It's all tiresome, muddied and artlessly made."
5689,the-chaperone-movie,Nathan Rabin,16,"The Chaperone is being marketed as a comedy, though no one seems to have told anyone involved."
5690,listen-to-me-marlon-movie,Ty Burr,100,"The result is something that feels fresh, even revelatory — a work of elegiac bio-doc impressionism. Listen to Me Marlon gets under the skin of the most mysterious performer of the 20th century and forces us to recalibrate all our feelings about him."
5691,crazy-heart-movie,J.R. Jones,80,"Robert Duvall, who played a similar character in Bruce Beresford's ""Tender Mercies"" (1983), turns up in a supporting role."
5692,raw-movie,Rex Reed,0,"Word to the wise: Start saving the vomit bags from your airplane flights. With movies like this, you’re gonna need them."
5693,the-adventures-of-sharkboy-and-lavagirl-3-d-movie,Ann Hornaday,20,"Visually undistinguished, narratively inert, populated by a cast of charmless child actors, ""Sharkboy and Lavagirl,"" with any luck will fade quickly from theaters, memories and Rodriguez's own Things to Do Today list."
5694,see-spot-run-movie,Robert Koehler,10,"Gruff and downright smelly, especially when star David Arquette is forced at one point to flop around in a pile of doggy doo."
5695,the-happening-movie,Joe Morgenstern,10,"The Happening makes you wonder whether Mr. Shyamalan's own switch may have been flipped. How else to explain his film's befuddling infelicities, insistent banalities, shambling pace and pervasive ineptitude?"
5696,gilles-wife-movie,Lisa Nesselson,90,"Told primarily via body language and facial expressions with a minimum of dialogue, beautifully observed, emotionally intense tale is an ambitious and rewarding outing for Frederic Fonteyne."
5697,the-losers-movie,Joe Neumaier,20,"The Losers is simply a lot of low blows, telegraphed each and every time."
5698,the-shape-of-things-movie,Dennis Harvey,90,"Very much in line with his maiden screen efforts ""In the Company of Men"" and ""Your Friends and Neighbors""...ends with a satisfying shudder of recognition at the extreme cruelty possible within human relationships, particularly those conceived by Neil LaBute. "
5699,down-with-love-movie,Rick Kisonak,10,Down With Love has little to offer besides hip sixties references better films have already made and made infinitely more hip.
5700,the-class-movie,Stephanie Zacharek,90,"The Class is a lovely, exhilarating work about the ways in which failure and frustration can open the pathways through which we make sense out of life."
5701,sound-and-fury-movie,William Arnold,83,Both intellectually absorbing and emotionally gripping.
5702,the-words-movie,Nathan Rabin,16,"The idiotic melodrama The Words is a maddening contradiction: a film about the publishing industry and a great literary fraud that doesn't have a literary bone in its body or a thought in its pretty, empty little head. "
5703,bats-movie,Marc Savlov,0,It's relentlessly bad in a way that just makes those theatre seats plain uncomfortable.
5704,jakob-the-liar-movie,John Patterson,10,"Just avoid this ghastly, insulting farrago at all costs."
5705,the-wings-of-the-dove-movie,Marc Savlov,67,"Achingly gorgeous in almost all respects, the film soars in its period depiction of turn-of-the-century London (and later in Venice, as well), from costuming to cinematography on down."
5706,the-counselor-movie,Jeff Baker,0,"The Counselor is nothing but a dumb, gory, grab-bag of clichés and the biggest waste of talent since ""Savages."" It makes Oliver Stone look subtle."
5707,tully-2018-movie,Gary Thompson,88,"It’s barbed, bighearted, and brave."
5708,im-still-here-movie,Kyle Smith,12,When I'm Still Here reached its climactic moment -- Joaquin Phoenix puking into a toilet -- I had never before felt quite so much like a toilet.
5709,united-93-movie,Mick LaSalle,75,"There's just nothing artful about it, and it's Greengrass who deserves the credit. These nonactors don't act the way most people do when playing themselves. They act the way people do when they're being themselves."
5710,blackhat-movie,Joe Morgenstern,20,"The narrative core suffers a conspicuous meltdown, though not before Mr. Mann gets to stage a few impressive action sequences, the best and loudest of which concerns a shootout in a curvilinear tunnel. As for the climax, set against a massive torchlight parade through the streets of Jakarta, it’s very elaborate, and terribly dumb."
5711,field-of-dreams-movie,Stanley Kauffmann,30,"The tenuous conclusion is that all this metaphysical hugger-mugger was divinely ordered to reconcile Costner and his father. All those dead players were summoned from that Great Locker Room in the Sky in a painfully false move. [9 May 1989, p.26]"
5712,walt-el-grupo-movie,Joe Williams,75,"While Walt and El Grupo is less than a penetrating analysis, it's more than a Mickey Mouse advertisement."
5713,love-1969-movie,Steven Rea,100,"Amour arrives with plaudits and praise. But this is not hype, it is all deserved. This is a masterpiece."
5714,the-human-centipede-ii-full-sequence-movie,David Edelstein,0,"The movie is a reductio ad absurdum, a sick joke taken to extremes, beginning with a goof on the notion that horror movies inspire copycats and ending with a test to determine whether some people will watch anything."
5715,vanity-fair-movie,Paula Nechak,75,Witherspoon is terrific.
5716,a-thousand-words-movie,Owen Gleiberman,16,"In theory, A Thousand Words should draw on its star's abilities as a physical comedian, but Murphy, miming his order for a triple latte at Starbucks, comes off like Charlie Chaplin on crystal meth; he's strenuously unfunny to watch."
5717,the-year-of-living-dangerously-movie,Michael Blowen,100,"The movie masterfully evokes, through stunning direction and magnificent performances, the heat and passion of desperate people living in desperate times. [18 Feb 1983]"
5718,mrs-doubtfire-movie,Jonathan Rosenbaum,30,Now that Robin Williams has been emasculated--dangerously schizoid comic turned into nice-guy movie star--it isn't too surprising that a commercial hack like Chris Columbus would use him the way he does in this cutesy 1993 comedy: cutting between Williams trying on different voices rather than holding the camera on him as he lurches between these voices without notice.
5719,bellflower-movie,Tirdad Derakhshani,75,Bellflower has plenty of rough edges and it suffers from a bad case of hipper-than-thou-ness. But it's a triumph.
5720,sleeping-with-other-people-movie,Marc Mohan,75,"Sleeping with Other People turns out to be more entertaining than it sounds. The movie, that is."
5721,the-boondock-saints-ii-all-saints-day-movie,Michael Rechtshaffen,30,"Although the Tarantino influence still is tangible, this time around Duffy reveals himself to also be a big Francis Ford Coppola fan, but the cartoonish end result plays like ""Godfather III"" meets the Three Stooges."
5722,mindhunters-movie,Stephen Hunter,10,"So stupid it makes ""xXx: State of the Union"" look like it was written by Nietzsche."
5723,harry-is-here-to-help-movie,Kevin Thomas,90,"Moll, in only his second feature, evokes a sense of foreboding, playing the routine against the unnerving, the humorous against the sinister, with a wit and deftness that might have impressed Hitchcock."
5724,dont-move-movie,Deborah Young,80,"In his second outing as a director, top thesp Sergio Castellitto (also playing the surgeon) takes the viewer on an emotion-filled ride and brings a violently masculine perspective to the story. However, it is Penelope Cruz who gives the film's knockout performance."
5725,the-fantastic-four-movie,Marc Mohan,25,This is the Fantastic Four. Maybe someday they'll get to act like it.
5726,american-psycho-movie,Wesley Morris,12,"Most of American Psycho just sits there, looking at trouble, rather than looking for it - complacent, overjoyed in fact to exist at all."
5727,uncle-boonmee-who-can-recall-his-past-lives-movie,Keith Uhlich,100,"What you see and hear always seems perfectly natural, even if you can't exactly say why. Who needs words when you have cinema?"
5728,the-avengers-movie,Mick LaSalle,0,"It's a completely botched effort -- botched in its direction, its writing and editing.	"
5729,lawrence-of-arabia-re-release-movie,Andy Klein,100,"Released in 1962, it was pretty clearly the most intelligent spectacular within living memory. On its 40th anniversary, it's even better."
5730,looking-for-comedy-in-the-muslim-world-movie,Peter Travers,63,"This Brooks is a comedian who forgets the golden rule of ""know your audience."" He thinks he'll get his laughs if he keeps doing the same act with better lighting."
5731,the-last-witch-hunter-movie,Robert Abele,30,"The Last Witch Hunter is one of those artlessly restless, exposition-dialogue fantasy-action slogs that, thanks to Breck Eisner's untamed direction, never manages to corral all the potion talk, mythology rationale and leaps back and forth in time into anything remotely entertaining."
5732,catwoman-movie,Lawrence Toppman,25,"Pitof can be blamed for the 89-cent digitized sets, the jerky or rubbery special effects, some clunky performances and more continuity errors than I could count."
5733,paul-blart-mall-cop-2-movie,Kimberley Jones,0,What’s most dispiriting about this garbage burger is its nonsensical characterization of Blart himself.
5734,the-salt-of-the-earth-movie,Kenneth Turan,90,"The Salt of the Earth deals with two kinds of journeys the photographer made. The outward one may have literally taken him to the furthest corners of the Earth and resulted in the stunning images the film features, but it is the inward journey that paralleled it that completely holds our attention."
5735,zoolander-2-movie,Richard Roeper,38,"Stiller the director does a fine job of making Zoolander 2 look like an actual spy movie, but we’ve seen far better takeoffs, including “Spy” and “Kingsman: The Secret Service” in just the last couple of years. As for the jabs at the transient nature of popular culture and the ridiculousness of high fashion world — easy, tired targets."
5736,the-white-ribbon-movie,J. Hoberman,100,"Detailed yet oblique, leisurely but compelling, perfectly cast and irreproachably acted, the movie has a seductively novelistic texture complete with a less-than-omniscient narrator."
5737,view-from-the-top-movie,Rick Groen,25,View from the Top never gets off the bottom -- comedies don't come much flatter.
5738,the-emperors-new-groove-movie,Frank Lovece,90,A comic masterpiece.
5739,summer-catch-movie,Mick LaSalle,0,"The equivalent of a full-course meal with no calories. It is a mirage of a movie, 100 minutes of nothing."
5740,i-melt-with-you-movie,Rex Reed,0,"A disastrous catalog of flaws, all accentuated by dilated, out-of-focus cinematography. The coke-snorting, booze-guzzling and vomiting add up to nearly two hours of frustration, anesthesia and pointless, self-indulgent excess. They should have called it ""I Vomit With You."" There's plenty of that too."
5741,the-greatest-showman-movie,John Semley,0,"It's an empty, moronic, pandering and utterly forgettable, low-rent ""Moulin Rouge"" that pays curious tribute to Barnum by similarly hailing its audience as slack-jawed rubes, slobbering for whatever passes as entertainment. It's godawful."
5742,the-clapper-movie,Jeannette Catsoulis,10,"Mashing limp romance and artless satire into a ludicrously contrived plot, The Clapper lurches from one mirthlessly eccentric scene to another."
5743,who-is-cletis-tout-movie,Laura Sinagra,10,"This charmless nonsense ensues amid clanging film references that make ""Jay and Silent Bob's Excellent Adventure"" seem understated."
5744,the-free-state-of-jones-movie,A.O. Scott,80,"Mr. Ross consulted some of the leading experts in the era...and has done a good job of balancing the factual record with the demands of dramatic storytelling. The result is a riveting visual history lesson, whose occasional didacticism is integral to its power."
5745,the-wedding-movie,James Berardinelli,38,It's tired and dated with too few laughs to justify the stultifying attempts at drama and the impossible-to-swallow plot contortions. 
5746,silkwood-movie,Michael Blowen,100,"Fueled by Meryl Streep's performance in the title role, energized by Nora Ephron and Alice Arlen's script and tempered by Mike Nichols' understated direction, Silkwood is a brilliant movie that puts art above polemics, and the facts above speculation. [14 Dec 1983]"
5747,an-affair-of-love-movie,Cheryl Lu-Lien Tan,88,"A passionate, heart-wrenching film that is a must-see for any romantic."
5748,dalida-movie,Roger Moore,38,"The title performance, the awful lip-syncing, the utter lack of stage presence, cripples this movie in ways no mere maudlin cover of “Nights in White Satin” in Italian could."
5749,enter-the-dragon-movie,Pauline Kael,80,"The slender, swift Bruce Lee was the Fred Astaire of martial arts, and many of the fights that could be merely brutal come across as lighting-fast choreography."
5750,the-edge-of-seventeen-movie,Daniel Schindel,75,The Edge of Seventeen isn’t John Hughes for a new generation – it’s much more honest than that.
5751,bully-movie,Lou Lumenick,25,A truly repulsive piece of trash that says far more about the absence of values from contemporary filmmaking than the waywardness of teens.
5752,that-awkward-moment-movie,Robbie Collin,20,"Tom Gormican, the writer and director, mostly uses overlapping dialogue in place of actual jokes, although occasionally he stretches to toilet humour."
5753,sleeper-movie,Tom Cox,80,"With a dearth of psychoanalysis, the jazzy pace barely lets up, but the result - essentially an Allen stand-up show that just happens to be set in the middle of a fascistic, architecturally stunning future society - is no less seminal for its slapstick ebullience: a lesson that the pursuits of making art and making a complete idiot out of yourself are not mutually exclusive."
5754,blind-date-1987-movie,Sheila Benson,10,"What boggles the mind is how this bit of navel lint could have seemed even remotely funny to anyone at any stage along its way. Even as a low moment in high concept, it is inconceivable that someone would undertake to make this into a film."
5755,mystery-science-theater-3000-the-movie-movie,Richard Schickel,80,"As the gags pile up remorselessly, and the viewer strains to keep up with the story line and the cutting subtext, a furious but benign apnea takes hold. You can't enjoy a good long laugh because you'll miss too much. It's the happiest form of internal injury."
5756,300-rise-of-an-empire-movie,David Hiltbrand,63,Israeli director Noam Murro does an excellent job of managing and expanding the franchise established so vividly by Zach Snyder.
5757,teachers-pet-movie,Richard Corliss,90,"Has a whirligig wit, and 11 songs crammed into its 67 minutes: that's more melodic content than in most Broadway musicals."
5758,may-movie,Kevin Thomas,80,"A stylized work of unflinching control and discipline, reflecting an artistic maturity unusual in a first film."
5759,rollerball-movie,Gregory Weinkauf,0,"As in the comparatively quaint original film, there are whiffs of greed, carnage, social upheaval and the triumph of the numskull, but it's all rendered noxious nonsense by zooming hot rods, vague T&A, irritating jump-cuts and a bunch of dipshit Power Ranger wannabes slamming in hell's moshpit."
5760,mamma-mia!-movie,Anthony Lane,30,Ferocious onslaught of obligatory good cheer.
5761,thats-my-boy-movie,Nathan Rabin,16,"The film is such a barren comic wasteland of scatology and misogyny that Vanilla Ice steals the film with a good-natured, self-deprecating portrayal of himself as Sandler's sleazy party buddy. "
5762,a-map-of-the-world-movie,Jay Carr,75,"Gives three first-rate actors a chance to stretch, and they do."
5763,star-wars-the-clone-wars-movie,Owen Gleiberman,0,George Lucas is turning into the enemy of fun.
5764,swiri-movie,Kevin Thomas,90,"In recent years, South Korean cinema has fully flowered, producing both uncompromising highly personal films and crisp, intelligent genre movies, with Shiri the most spectacular example of the latter to date."
5765,lara-croft-tomb-raider-the-cradle-of-life-movie,Michael Atkinson,0,It wouldn't be fair to gripe about the hundreds of plot holes; the whole thing is hole.
5766,point-blank-movie,Michael Phillips,88,"Frantic, violent and unrelenting, it is all of a piece, its tightly packed storytelling making cassoulet of its own implausibilities and familiar terrain covering a web of political and institutional conspiracy."
5767,the-magdalene-sisters-movie,Desson Thomson,90,Mullan's movie is admiringly uncompromising. He refuses to augment the horrors with relief. 
5768,boat-trip-movie,A.O. Scott,10,"If Boat Trip were screened on a cruise ship, most of the passengers would be dog-paddling back to shore."
5769,struck-by-lightning-movie,Chris Cabin,0,"A class-five pity party so unbearably condescending and unconvincing that it might just make you run out and buy an ""I'm With Mitt"" t-shirt, it makes an inadvertent but hugely compelling pro-bullying argument. "
5770,enchanted-april-movie,Joe Pollack,100,"Enchanted April, from von Arnim's novel, may be the most charming film I've seen all year. Not only is it charming, but also witty, literate and bitingly funny. Then, without losing those qualities, it becomes a warm and wonderful love story, about dreams coming true, and finding what was thought lost, both in oneself and in someone else. [28 Aug 1992]"
5771,happy-endings-movie,Kirk Honeycutt,70,"A real audience pleaser, so long as that audience is mentally agile and adult, for it comes at you from odd angles and features three distinct story lines and 10 main characters."
5772,the-bitter-pill-movie,Scott Tobias,83,"Like his underappreciated ""Haywire,"" Side Effects screws around in its own thriller architecture, toying with feints of structure and clever bits of misdirection, and otherwise playing the audience like a fiddle. At this point in his career, Soderbergh pulls it off with the unpracticed ease of a maestro."
5773,trekkies-movie,Leonard Klady,70,A largely affectionate look at the weird and the wonderful subculture that's ensued and endured since the sci-fi series first beamed up in 1966.
5774,the-final-year-movie,Frank Scheck,80,It’s the little moments that provide the most fascination.
5775,bridge-to-terabithia-movie,Angie Errigo,80,"A thoroughly pleasing family film with fine performances and honest, affecting real situations mixed with joyful adventure."
5776,almost-famous-movie,David Ansen,80,"Though acid is dropped, groupies are bartered like poker chips and rock-star egos flare like fireworks, what comes through is the relative innocence of that era."
5777,far-and-away-movie,Rick Groen,0,It's just a shrunken case of large-screen aspirations wedded to a small-screen mentality. [22 May 1992]
5778,birth-movie,Ella Taylor,30,"Birth may be the most futile application of cinematic and acting skill I've seen all year. A little ""Twilight Zone"" flummery would have livened up the proceedings to no end. "
5779,legally-blonde-2-red-white-blonde-movie,Mick LaSalle,75,"Takes the financially successful formula of ""Legally Blonde,"" the Reese Witherspoon hit from two years ago, and does something unexpected. It fiddles with it, changes it and actually fixes it."
5780,last-weekend-movie,Drew Hunt,25,The filmmakers are content to idealize everyone's unchecked narcissism and idle privilege--an inquiry-free recipe for disaster in an age when the American wealth gap is wider and more detrimental than ever. 
5781,white-noise-movie,Lawrence Toppman,38,"It's yet another warm, fuzzy, New-Age tale that cozies us into believing the grave doesn't mean oblivion."
5782,runaway-vacation-movie,Marc Savlov,0,Isn't it time to put Robin Williams out to pasture? There's precious little mirth to be had via RV after the comically nasty opening set-up.
5783,the-rules-of-attraction-movie,Carla Meyer,25,"Nearly every bodily fluid makes an appearance in ""Rules,"" a mean-spirited paean to hedonism set at an East Coast college where students attend class only occasionally, and then only to perform oral sex on instructors."
5784,book-of-shadows-blair-witch-2-movie,David Ansen,0,"If you harbor any fond feelings for the original, stay far away from this mess."
5785,fanboys-movie,Robert Wilonsky,20,"The one genuine bright spot among the performers is Kristen Bell as Windows's would-be girlfriend, his dream combination of Sarah Michelle Gellar and Janeane Garofalo."
5786,groundhog-day-movie,Louis Black,67,There were a lot of ways for this film to go stupid; it succumbs to none of them.
5787,the-fp-movie,Nick Schager,38,"The FP has a one-note joke of a conceit, and when that runs out, it has few actual jokes to fill the humorless void."
5788,nextdayair-movie,Marc Savlov,11,"Might make a terrific double bill with the equally inane (but considerably more entertaining) ""Con Air,"" with the French electonica duo Air chirruping in the background. But, you know, only if you're stoned out of your head."
5789,dust-to-glory-movie,Peter Hartlaub,75,"There are more over-the-top moments, but they never last long. And after every groan-inducing piece of footage, a spectacular near-crash or daring motorcycle chase comes along to leave the movie's shortcomings in a cloud of dust."
5790,mute-movie,Roger Moore,38,"If this is what the excruciating finished film looks like, what manner of dreck must Mr. Bowie’s son have left on the cutting room floor?"
5791,blame-it-on-rio-movie,Rita Kempley,10,"Blame It on Rio, ha. Rio is innocent. Let's put the blame on executive producer Gelbart along with Caine and Bologna. Unlike the starlettes they've taken in tow, these three guys are old enough to know better."
5792,sarah-palin-you-betcha!-movie,Karina Longworth,30,"For all the legitimate reasons to jeer Palin, should her rightful wariness of Broomfield's camera be one of them? "
5793,new-years-eve-movie,Richard Larson,12,"The lesson to learn from watching Garry Marshall's New Year's Eve, a predictably insufferable, self-congratulatory cash cow designed to be ingested and then happily discharged without a second thought by gullible moviegoers who just don't know any better, is that we live in a time without economic dignity, a time in which we must be ready to do just about anything for a paycheck. "
5794,cold-creek-manor-movie,Kirk Honeycutt,20,It's discouraging to witness a filmmaker who clearly yearns for the indie world yield to the temptations of mindless movie manufacturing. At least Figgis made it as soulless as possible.
5795,for-colored-girls-movie,Rene Rodriguez,25,"With such a large cast, none of the actors is able to turn her character into a fully realized person."
5796,simply-irresistible-movie,Stephen Hunter,0,"The dialogue is fast but bad, the acting is loud but awful and the morality is chaste but unromantic. As for the food, it looks vulgar."
5797,nobody-knows-movie,David Edelstein,90,Pure and universal.
5798,felicias-journey-movie,Kevin Thomas,80,One of the year's riskiest yet most effective films.
